movie,genres,rating,rating-count,num-reviews,num-critics,gross-USA,gross-world
Star Wars: Episode VI - Return of the Jedi, Action Adventure Fantasy,8.3,931431,843,202.0,309306177.0,475369689.0
Inglourious Basterds, Adventure Drama War,8.3,1235532,1895,525.0,120540719.0,321455689.0
Capharnaüm, Drama,8.4,55214,342,184.0,1661096.0,64417003.0
Reservoir Dogs, Crime Drama Thriller,8.3,900126,1164,205.0,2832029.0,2889963.0
Good Will Hunting, Drama Romance,8.3,841326,904,164.0,138433435.0,225933435.0
2001: Een zwerftocht in de ruimte, Adventure Sci-Fi,8.3,590624,2175,269.0,60541301.0,68989547.0
Requiem for a Dream, Drama,8.3,751468,2132,251.0,3635482.0,7390108.0
Vertigo, Mystery Romance Thriller,8.3,355007,870,190.0,7705225.0,7796389.0
M - Eine Stadt sucht einen Mörder, Crime Mystery Thriller,8.3,140140,3209,31.0,35566.0,35566.0
Dangal, Action Biography Drama,8.4,149275,1814,52.0,12391761.0,303723636.0
Eternal Sunshine of the Spotless Mind, Drama Romance Sci-Fi,8.3,893799,1832,298.0,34400301.0,74036715.0
Jagten, Drama,8.3,271338,423,370.0,613308.0,15843274.0
1917, Drama War,8.3,372070,2880,476.0,159227644.0,384784776.0
Citizen Kane, Drama Mystery,8.3,391070,1453,248.0,1585634.0,1594107.0
Full Metal Jacket, Drama War,8.3,661072,859,165.0,46357676.0,46357676.0
Ladri di biciclette, Drama,8.3,142464,4394,124.0,371111.0,428978.0
The Kid, Comedy Drama Family,8.3,109896,193,105.0,,
North by Northwest, Adventure Mystery Thriller,8.3,293089,614,174.0,,73446.0
A Clockwork Orange, Crime Drama Sci-Fi,8.3,743212,1581,184.0,26589355.0,26903440.0
Singin' in the Rain, Comedy Musical Romance,8.3,214203,675,155.0,1826108.0,1864182.0
Snatch, Comedy Crime,8.3,769064,843,157.0,30328156.0,83557872.0
Scarface, Crime Drama,8.3,724487,1057,177.0,45408703.0,66023585.0
Taxi Driver, Crime Drama,8.3,706902,1185,291.0,28262574.0,28441292.0
Ikiru, Drama,8.3,66032,4769,609.0,60239.0,90773.0
Lawrence of Arabia, Adventure Biography Drama,8.3,262712,682,150.0,45306425.0,45715557.0
Amélie, Comedy Romance,8.3,692602,1495,142.0,33225499.0,173924742.0
Toy Story 3, Animation Adventure Comedy,8.3,742447,896,477.0,415004880.0,1066969703.0
The Sting, Comedy Crime Drama,8.3,237269,319,129.0,156000000.0,156000000.0
Metropolis, Drama Sci-Fi,8.3,156937,499,209.0,1236166.0,1349711.0
A Separation, Drama Thriller,8.3,215095,366,381.0,7099055.0,22926076.0
For a Few Dollars More, Western,8.3,227391,297,94.0,15000000.0,15000000.0
Incendies, Drama Mystery War,8.3,143982,251,243.0,2071334.0,7099598.0
Het appartement, Comedy Drama Romance,8.3,160111,335,234.0,,
Double Indemnity, Crime Drama Film-Noir,8.3,140396,397,149.0,,13886.0
Idi i smotri, Drama Thriller War,8.3,55164,812,243.0,71909.0,168817.0
To Kill a Mockingbird, Crime Drama,8.2,289757,572,155.0,592237.0,599146.0
Indiana Jones and the Last Crusade, Action Adventure,8.2,679359,585,170.0,197171806.0,474310887.0
Up, Animation Adventure Comedy,8.2,915162,919,420.0,293004164.0,735099102.0
L.A. Confidential, Crime Drama Mystery,8.2,523276,719,132.0,64616940.0,126216940.0
Heat, Crime Drama Thriller,8.2,564806,1093,210.0,67436818.0,187436818.0
Monty Python and the Holy Grail, Adventure Comedy Fantasy,8.2,493278,780,103.0,1827696.0,1938971.0
Die Hard, Action Thriller,8.2,770334,932,295.0,83519093.0,141482299.0
Rashômon, Crime Drama Mystery,8.2,149085,351,143.0,46808.0,46808.0
Batman Begins, Action Adventure,8.2,1283791,2915,325.0,206852432.0,373660141.0
Yôjinbô, Action Drama Thriller,8.2,108360,4600,158.0,46808.0,46808.0
Green Book, Biography Comedy Drama,8.2,346612,1487,400.0,85080171.0,321752656.0
Bacheha-Ye aseman, Drama Family Sport,8.3,62939,186,58.0,933933.0,933933.0
Der Untergang, Biography Drama History,8.2,325863,636,112.0,5509040.0,92181574.0
Unforgiven, Drama Western,8.2,368872,595,130.0,101157447.0,159157447.0
Some Like It Hot, Comedy Music Romance,8.2,239157,424,224.0,,
Ran, Action Drama War,8.2,109603,284,161.0,4135750.0,4163377.0
Hauru no ugoku shiro, Animation Adventure Family,8.2,321694,447,244.0,5576743.0,236212992.0
Anand, Drama Musical,8.5,28653,120,11.0,5576743.0,236212992.0
A Beautiful Mind, Biography Drama,8.2,830966,1308,152.0,170742341.0,316791257.0
All About Eve, Drama,8.2,118246,374,140.0,63463.0,150438.0
The Great Escape, Adventure Drama History,8.2,220596,365,111.0,63463.0,227940.0
Casino, Crime Drama,8.2,455246,639,155.0,42512375.0,116112375.0
Pan's Labyrinth, Drama Fantasy War,8.2,608845,1281,457.0,37634615.0,83850267.0
The Wolf of Wall Street, Biography Crime Drama,8.2,1148072,1478,647.0,116900694.0,392000694.0
El secreto de sus ojos, Drama Mystery Romance,8.2,188850,305,281.0,6391436.0,42629597.0
"Lock, Stock and Two Smoking Barrels", Action Comedy Crime,8.2,526356,586,115.0,3753929.0,3753929.0
Raging Bull, Biography Drama Sport,8.2,315222,598,140.0,23383987.0,23402427.0
Tonari no Totoro, Animation Family Fantasy,8.2,280608,479,134.0,2250213.0,30477153.0
There Will Be Blood, Drama,8.2,505444,1334,345.0,40222514.0,76181545.0
Oordeel te Neurenberg, Drama War,8.2,67792,217,102.0,,
The Treasure of the Sierra Madre, Adventure Drama Western,8.2,112071,274,98.0,215295.0,215295.0
"Three Billboards Outside Ebbing, Missouri", Comedy Crime Drama,8.2,414857,1199,576.0,54513740.0,160192031.0
Dial M for Murder, Crime Thriller,8.2,154267,358,107.0,12562.0,18816.0
Babam ve Oglum, Drama Family,8.3,76596,132,6.0,12562.0,18612999.0
Chinatown, Drama Mystery Thriller,8.1,288220,542,151.0,29200000.0,29225935.0
The Gold Rush, Adventure Comedy Drama,8.2,98181,192,125.0,,
Shutter Island, Mystery Thriller,8.2,1101530,1300,524.0,128012934.0,294804195.0
No Country for Old Men, Crime Drama Thriller,8.1,835794,1860,524.0,74283625.0,171627166.0
V for Vendetta, Action Drama Sci-Fi,8.2,1013041,2229,191.0,70511035.0,132511035.0
Det sjunde inseglet, Drama Fantasy,8.2,160348,350,122.0,,
Binnenstebuiten, Animation Adventure Comedy,8.1,595724,1040,588.0,356921711.0,858071350.0
Warrior, Action Drama Sport,8.2,429031,693,339.0,13657115.0,23308615.0
The Elephant Man, Biography Drama,8.1,215540,423,152.0,26010864.0,26020641.0
Trainspotting, Drama,8.1,625227,633,149.0,16491080.0,16593356.0
The Sixth Sense, Drama Mystery Thriller,8.1,897295,2239,266.0,293506292.0,672806292.0
The Thing, Horror Mystery Sci-Fi,8.1,361840,1116,346.0,19629760.0,19629760.0
Jurassic Park, Action Adventure Sci-Fi,8.1,849688,1163,352.0,404214720.0,1033917066.0
Gejaagd door de wind, Drama History Romance,8.1,285046,888,197.0,200852579.0,402352579.0
The Truman Show, Comedy Drama Sci-Fi,8.1,915295,1174,240.0,125618201.0,264118201.0
Smultronstället, Drama Romance,8.2,93536,196,99.0,,
Finding Nemo, Animation Adventure Comedy,8.1,931241,979,149.0,380843261.0,940350194.0
Blade Runner, Action Sci-Fi Thriller,8.1,680790,1563,259.0,32868943.0,41492614.0
Room, Drama Thriller,8.1,360005,689,479.0,14677654.0,35401758.0
Kill Bill: Vol. 1, Action Crime Thriller,8.1,981181,2293,371.0,70099045.0,180899045.0
The Bridge on the River Kwai, Adventure Drama War,8.1,199616,331,97.0,27200000.0,27200000.0
Stalker, Drama Sci-Fi,8.2,112861,1821,48.0,292049.0,303815.0
Fargo, Crime Drama Thriller,8.1,603195,964,227.0,24611975.0,60611975.0
Salinui chueok, Action Crime Drama,8.1,130062,248,187.0,15357.0,1123723.0
Tôkyô monogatari, Drama,8.2,50986,171,111.0,15357.0,40405.0
The Third Man, Film-Noir Mystery Thriller,8.1,155968,476,253.0,1067364.0,1225595.0
On the Waterfront, Crime Drama Thriller,8.1,139236,335,163.0,1067364.0,1225595.0
Gran Torino, Drama,8.1,709312,1000,372.0,148095302.0,269958228.0
The Deer Hunter, Drama War,8.1,305563,1143,141.0,48979328.0,49074243.0
Relatos salvajes, Comedy Drama Thriller,8.1,171623,235,312.0,3106530.0,30642704.0
Klaus, Animation Adventure Comedy,8.2,76231,600,101.0,3106530.0,30642704.0
In the Name of the Father, Biography Drama,8.1,153530,186,61.0,25096862.0,65796862.0
Mary and Max, Animation Comedy Drama,8.1,161714,4406,543.0,,
Andhadhun, Crime Thriller,8.3,66765,2710,3.0,1193046.0,62475342.0
Gone Girl, Drama Mystery Thriller,8.1,837550,1485,623.0,167767189.0,369330363.0
The Grand Budapest Hotel, Adventure Comedy Crime,8.1,690564,887,574.0,59301324.0,172940046.0
Hacksaw Ridge, Biography Drama History,8.1,421104,918,472.0,67209615.0,180450918.0
Before Sunrise, Drama Romance,8.1,264494,510,150.0,5535405.0,5986708.0
The Big Lebowski, Comedy Crime Sport,8.1,717190,1255,197.0,18034458.0,46737965.0
Catch Me If You Can, Biography Crime Drama,8.1,805160,853,205.0,164615351.0,352114312.0
Persona, Drama Thriller,8.1,99703,232,143.0,,
Eskiya, Crime Drama Thriller,8.2,62314,62,6.0,,
Gevaarlijk spel, Comedy War,8.2,27993,138,76.0,3270000.0,4578000.0
Prisoners, Crime Drama Mystery,8.1,584530,928,494.0,61002302.0,122126687.0
Le Mans '66, Action Biography Drama,8.1,261086,1349,344.0,117624357.0,225508210.0
Sherlock Jr., Action Comedy Romance,8.2,40087,323,71.0,977375.0,225508210.0
The General, Action Adventure Comedy,8.1,79167,297,117.0,977375.0,225508210.0
How to Train Your Dragon, Animation Action Adventure,8.1,653889,634,193.0,217581231.0,494878759.0
Mr. Smith Goes to Washington, Comedy Drama,8.1,104952,298,89.0,144738.0,144738.0
12 Years a Slave, Biography Drama History,8.1,627171,882,617.0,56671993.0,187733202.0
Barry Lyndon, Adventure Drama History,8.1,146122,464,108.0,,
Mad Max: Fury Road, Action Adventure Sci-Fi,8.1,860419,2029,829.0,154058340.0,375225175.0
Network, Drama,8.1,142457,397,176.0,23689877.0,23690757.0
Stand by Me, Adventure Drama,8.1,357119,702,133.0,52287414.0,52287414.0
Million Dollar Baby, Drama Sport,8.1,625496,1238,266.0,100492203.0,216763646.0
Cool Hand Luke, Crime Drama,8.1,158983,337,130.0,100492203.0,216763646.0
Dead Poets Society, Comedy Drama,8.1,413266,640,106.0,95860116.0,235860116.0
Hachi, Drama Family,8.1,247044,2500,89.0,,
Ben Hur, Adventure Drama History,8.1,215625,449,130.0,74422622.0,74427638.0
Harry Potter and the Deathly Hallows: Part 2, Adventure Drama Fantasy,8.1,746507,962,486.0,381409310.0,1342192833.0
Into the Wild, Adventure Biography Drama,8.1,562620,959,246.0,18354356.0,56674477.0
Platoon, Drama War,8.1,374628,609,138.0,138530565.0,138545632.0
Logan, Action Drama Sci-Fi,8.1,630698,1579,643.0,226277068.0,619021436.0
Le salaire de la peur, Adventure Drama Thriller,8.1,53246,168,140.0,,
Monty Python's Life of Brian, Comedy,8.1,360684,395,112.0,20206622.0,20738988.0
Rush, Action Biography Drama,8.1,424588,578,425.0,26947624.0,96983009.0
Ah-ga-ssi, Drama Romance Thriller,8.1,106052,229,338.0,2006788.0,37767206.0
La passion de Jeanne d'Arc, Biography Drama History,8.1,46172,195,138.0,21877.0,21877.0
Les quatre cents coups, Crime Drama,8.1,102510,218,169.0,509.0,127244.0
Andrei Rublev, Biography Drama History,8.1,45168,160,113.0,124189.0,145491.0
Hotel Rwanda, Biography Drama History,8.1,330112,675,153.0,23530892.0,33882243.0
Spotlight, Biography Crime Drama,8.1,408923,619,500.0,45055776.0,98690254.0
Du rififi chez les hommes, Crime Drama Thriller,8.2,26984,133,99.0,517975.0,521342.0
Amores perros, Drama Thriller,8.1,220004,403,160.0,5408467.0,20908467.0
La haine, Crime Drama,8.1,145515,1957,362.0,280859.0,301462.0
Kaze no tani no Naushika, Animation Adventure Fantasy,8.1,146019,247,130.0,495770.0,8736506.0
Rocky, Drama Sport,8.1,508067,711,185.0,117235147.0,117248937.0
Gangs of Wasseypur, Action Crime Drama,8.2,79144,240,114.0,,
Rang De Basanti, Comedy Drama,8.2,109506,369,42.0,2197694.0,8846694.0
"Monsters, Inc.", Animation Adventure Comedy,8.0,798026,690,265.0,289916256.0,578981070.0
Rebecca, Drama Mystery Romance,8.1,119982,344,197.0,,
Portrait de la jeune fille en feu, Drama Romance,8.1,52268,316,256.0,3759854.0,9919850.0
Before Sunset, Drama Romance,8.1,230084,555,230.0,5820649.0,15936507.0
Fa yeung nin wah, Drama Romance,8.1,119999,423,149.0,2738980.0,12854953.0
"Paris, Texas", Drama,8.1,87333,231,101.0,2181987.0,2206121.0
Het gebeurde op 'n avond, Comedy Romance,8.1,91832,301,121.0,2181987.0,2206121.0
Drishyam, Crime Drama Mystery,8.2,66718,4353,225.0,2181987.0,2206121.0
Contratiempo, Crime Drama Mystery,8.1,129401,584,4.0,2181987.0,31191910.0
The Circus, Comedy Romance,8.1,28077,337,67.0,,
The Help, Drama,8.0,420920,574,394.0,169708112.0,216639112.0
The Princess Bride, Adventure Family Fantasy,8.1,387084,870,218.0,30857814.0,30882762.0
De slag om Algiers, Drama War,8.1,51523,290,151.0,879794.0,964028.0
De uitroeier, Action Sci-Fi,8.0,787314,907,235.0,38371200.0,78680331.0
Mandariinid, Drama War,8.2,37839,84,121.0,144501.0,1024132.0
Aladdin, Animation Adventure Comedy,8.0,365821,336,156.0,217350219.0,504050219.0
"Swades: We, the People", Drama,8.2,81652,287,80.0,1223240.0,1953889.0
Trois couleurs: Rouge, Drama Mystery Romance,8.1,88334,172,107.0,3581969.0,3581969.0
Nada a Perder, Biography Drama,5.5,22843,35,5.0,1016188.0,36075317.0
Meet the Blacks, Comedy Horror,4.8,35500,46,16.0,9097072.0,9097072.0
God's Not Dead, Drama,4.7,39936,724,57.0,60755732.0,64676349.0
Zoolander 2, Action Adventure Comedy,4.7,63805,217,252.0,28848693.0,56722693.0
Ra.One, Action Adventure Sci-Fi,4.7,37645,317,58.0,2511689.0,35911689.0
The Twilight Saga: New Moon, Adventure Drama Fantasy,4.7,261875,937,307.0,297816253.0,711025481.0
Jonah Hex, Action Drama Fantasy,4.7,54772,217,190.0,10547117.0,10903312.0
AVP2: Aliens vs. Predator 2 - Requiem, Action Adventure Fantasy,4.7,114595,1073,228.0,41797066.0,130290885.0
Elektra, Action Adventure Crime,4.7,86320,403,203.0,24409722.0,56995646.0
Fifty Shades Darker, Drama Romance,4.6,89766,311,245.0,114581250.0,381545846.0
Paranormal Activity: The Ghost Dimension, Horror Mystery,4.6,24449,130,139.0,18300124.0,78903124.0
Paranormal Activity 4, Horror Mystery,4.6,61355,273,258.0,53885000.0,142802657.0
Yogi Bear, Animation Adventure Comedy,4.6,20088,114,146.0,100246011.0,203509374.0
Black Christmas, Horror,4.6,24447,309,201.0,16273581.0,21510851.0
Freddy Got Fingered, Comedy,4.6,45591,683,87.0,14254993.0,14343028.0
Psycho, Horror Mystery Thriller,4.6,45261,630,134.0,21485655.0,37170655.0
Driven, Action Drama Sport,4.6,38953,347,114.0,32720065.0,54744738.0
The Island of Dr. Moreau, Horror Sci-Fi Thriller,4.6,30678,2637,1.0,27663982.0,49627779.0
Vampire in Brooklyn, Comedy Fantasy Horror,4.6,21265,71,40.0,19751736.0,19751736.0
Junior, Comedy Romance Sci-Fi,4.6,64161,89,43.0,36763355.0,108431355.0
Friday the 13th Part VIII: Jason Takes Manhattan, Adventure Horror Thriller,4.6,32722,335,165.0,14343976.0,14343976.0
Fifty Shades Freed, Drama Romance Thriller,4.5,53646,263,179.0,100407760.0,371985018.0
Snatched, Action Adventure Comedy,4.5,32658,316,162.0,45852178.0,60845711.0
Sex and the City 2, Comedy Drama Romance,4.5,73205,331,223.0,95347692.0,290745055.0
Death Note, Action Adventure Crime,4.5,74109,1053,127.0,95347692.0,290745055.0
Alvin en de Chipmunks 2, Animation Adventure Comedy,4.5,42788,106,107.0,219614612.0,443140005.0
Ouija, Horror Mystery Thriller,4.5,47043,203,203.0,50856010.0,103687316.0
Hannah Montana: The Movie, Comedy Drama Family,4.5,39114,160,136.0,79576189.0,155545279.0
Rings, Drama Horror Mystery,4.5,37064,224,211.0,27793018.0,83080890.0
Postal, Action Comedy Crime,4.5,22153,156,121.0,,
The Butterfly Effect 2, Drama Sci-Fi Thriller,4.5,34105,125,30.0,,966458.0
Superhero Movie, Action Comedy Sci-Fi,4.5,62881,195,121.0,25881068.0,71571300.0
Soul Plane, Comedy,4.5,21469,156,73.0,14190750.0,14821824.0
Taxi, Action Comedy Crime,4.5,39661,187,80.0,36879320.0,71255003.0
